role,seniority,seniority_level,workplace,loc_factor,required_exp,candidate_exp,exp_gap,n_required,n_matched,n_missing,match_ratio,n_extra_skills,avg_skill_demand,salary_expected,salary_gap_ratio,workplace_match,job_salary,fit
Machine Learning Eng.,Senior,3,HYBRID,1.05,6,3,-3,5,1,4,0.2,0,1.2,25500.0,-0.0192,1,26000.0,0
Machine Learning Eng.,Junior,1,ONSITE,1.1,0,0,0,5,3,2,0.6,3,1.2,13000.0,-0.0909,1,14300.0,1
Fullstack,Pleno,2,HYBRID,1.05,3,2,-1,5,4,1,0.8,1,0.99,14200.0,-0.1497,1,16700.0,1
Machine Learning Eng.,Pleno,2,REMOTE,1.0,3,6,3,5,4,1,0.8,4,1.2,19600.0,-0.0101,1,19800.0,1
Data / Python,Junior,1,ONSITE,1.1,2,5,3,5,1,4,0.2,4,1.0,9900.0,-0.1316,1,11400.0,1
DevOps / SRE,Junior,1,HYBRID,1.05,2,2,0,5,1,4,0.2,0,1.12,15200.0,0.1603,1,13100.0,0
Backend Node.js,Senior,3,HYBRID,1.05,8,7,-1,5,4,1,0.8,2,0.99,21100.0,0.0343,1,20400.0,1
Data / Python,Junior,1,HYBRID,1.05,2,0,-2,5,0,5,0.0,2,1.0,4800.0,-0.5152,1,9900.0,0
Machine Learning Eng.,Senior,3,REMOTE,1.0,12,11,-1,5,1,4,0.2,0,1.2,30600.0,0.0813,1,28300.0,0
Frontend React,Pleno,2,HYBRID,1.05,5,4,-1,5,1,4,0.2,1,0.97,11800.0,-0.1862,1,14500.0,0
Fullstack,Junior,1,REMOTE,1.0,1,3,2,5,1,4,0.2,1,0.99,7100.0,-0.2755,1,9800.0,1
Backend Node.js,Senior,3,HYBRID,1.05,11,14,3,5,0,5,0.0,4,0.99,13300.0,-0.3756,0,21300.0,0
Fullstack,Senior,3,HYBRID,1.05,9,11,2,5,0,5,0.0,2,0.99,20500.0,-0.0807,1,22300.0,0
DevOps / SRE,Junior,1,HYBRID,1.05,2,4,2,5,1,4,0.2,0,1.12,10700.0,-0.0932,1,11800.0,0
Machine Learning Eng.,Junior,1,ONSITE,1.1,0,0,0,5,2,3,0.4,1,1.2,14200.0,0.0216,1,13900.0,0
Backend Node.js,Pleno,2,HYBRID,1.05,5,7,2,5,5,0,1.0,3,0.99,14300.0,-0.0272,1,14700.0,1
Fullstack,Senior,3,REMOTE,1.0,11,13,2,5,2,3,0.4,2,0.99,12600.0,-0.3604,1,19700.0,1
Fullstack,Senior,3,ONSITE,1.1,11,10,-1,5,3,2,0.6,4,0.99,26200.0,0.0397,1,25200.0,1
Data / Python,Pleno,2,HYBRID,1.05,5,8,3,5,1,4,0.2,4,1.0,18500.0,0.0882,1,17000.0,0
Backend Node.js,Pleno,2,REMOTE,1.0,4,6,2,5,0,5,0.0,0,0.99,12000.0,-0.1429,1,14000.0,0
Frontend React,Senior,3,ONSITE,1.1,7,5,-2,5,5,0,1.0,2,0.97,19300.0,0.0052,1,19200.0,1
Backend Node.js,Senior,3,REMOTE,1.0,12,13,1,5,2,3,0.4,1,0.99,22400.0,0.12,1,20000.0,0
Machine Learning Eng.,Junior,1,HYBRID,1.05,0,0,0,5,2,3,0.4,1,1.2,12500.0,0.0081,1,12400.0,0
Frontend React,Pleno,2,REMOTE,1.0,4,7,3,5,4,1,0.8,3,0.97,14200.0,0.1736,1,12100.0,1
DevOps / SRE,Senior,3,REMOTE,1.0,8,6,-2,5,4,1,0.8,4,1.12,24300.0,0.0385,1,23400.0,1
Backend Node.js,Pleno,2,HYBRID,1.05,3,5,2,5,2,3,0.4,4,0.99,14300.0,-0.0467,1,15000.0,1
Data / Python,Pleno,2,HYBRID,1.05,5,6,1,5,5,0,1.0,0,1.0,17000.0,-0.0449,1,17800.0,1
Machine Learning Eng.,Senior,3,ONSITE,1.1,9,12,3,5,4,1,0.8,4,1.2,31800.0,0.06,1,30000.0,1
Fullstack,Pleno,2,ONSITE,1.1,5,6,1,5,2,3,0.4,0,0.99,17300.0,-0.0699,0,18600.0,0
Fullstack,Pleno,2,ONSITE,1.1,4,1,-3,5,3,2,0.6,0,0.99,17600.0,0.0539,0,16700.0,0
DevOps / SRE,Pleno,2,REMOTE,1.0,4,3,-1,5,1,4,0.2,3,1.12,12400.0,-0.2393,0,16300.0,0
Machine Learning Eng.,Junior,1,REMOTE,1.0,0,1,1,5,1,4,0.2,3,1.2,15300.0,0.1168,1,13700.0,0
DevOps / SRE,Junior,1,HYBRID,1.05,2,4,2,5,0,5,0.0,4,1.12,9200.0,-0.2397,0,12100.0,0
Machine Learning Eng.,Pleno,2,HYBRID,1.05,5,8,3,5,4,1,0.8,3,1.2,15200.0,-0.1915,1,18800.0,1
Fullstack,Pleno,2,REMOTE,1.0,3,5,2,5,0,5,0.0,3,0.99,13600.0,-0.1338,1,15700.0,0
Frontend React,Junior,1,ONSITE,1.1,1,4,3,5,0,5,0.0,1,0.97,6700.0,-0.2796,1,9300.0,0
Frontend React,Pleno,2,HYBRID,1.05,5,2,-3,5,1,4,0.2,1,0.97,14000.0,0.0294,1,13600.0,0
Fullstack,Pleno,2,HYBRID,1.05,4,1,-3,5,1,4,0.2,3,0.99,16400.0,0.1631,1,14100.0,0
Backend Node.js,Junior,1,ONSITE,1.1,2,1,-1,5,0,5,0.0,0,0.99,8100.0,-0.1383,0,9400.0,0
Backend Node.js,Pleno,2,ONSITE,1.1,4,7,3,5,2,3,0.4,2,0.99,14900.0,0.0,0,14900.0,1
Data / Python,Junior,1,REMOTE,1.0,1,1,0,5,5,0,1.0,1,1.0,11100.0,0.0278,1,10800.0,1
Fullstack,Junior,1,HYBRID,1.05,2,4,2,5,4,1,0.8,4,0.99,7100.0,-0.3302,1,10600.0,1
Backend Node.js,Junior,1,ONSITE,1.1,0,2,2,5,1,4,0.2,1,0.99,13100.0,0.1008,1,11900.0,0
Data / Python,Pleno,2,REMOTE,1.0,4,2,-2,5,1,4,0.2,4,1.0,14000.0,-0.1765,1,17000.0,0
DevOps / SRE,Pleno,2,ONSITE,1.1,3,1,-2,5,2,3,0.4,1,1.12,19200.0,-0.0254,1,19700.0,0
DevOps / SRE,Senior,3,ONSITE,1.1,9,9,0,5,2,3,0.4,4,1.12,30900.0,0.2165,1,25400.0,0
Backend Node.js,Junior,1,ONSITE,1.1,2,4,2,5,0,5,0.0,0,0.99,11400.0,0.2391,0,9200.0,0
Fullstack,Junior,1,REMOTE,1.0,0,0,0,5,4,1,0.8,2,0.99,10400.0,0.0722,0,9700.0,1
Machine Learning Eng.,Junior,1,HYBRID,1.05,1,0,-1,5,2,3,0.4,0,1.2,13300.0,0.0076,1,13200.0,0
Machine Learning Eng.,Junior,1,HYBRID,1.05,0,1,1,5,2,3,0.4,3,1.2,12600.0,0.0,0,12600.0,0
Fullstack,Senior,3,REMOTE,1.0,6,6,0,5,1,4,0.2,4,0.99,16100.0,-0.2108,1,20400.0,0
Fullstack,Junior,1,ONSITE,1.1,2,0,-2,5,4,1,0.8,4,0.99,10500.0,-0.1026,1,11700.0,1
Fullstack,Senior,3,HYBRID,1.05,7,6,-1,5,1,4,0.2,4,0.99,32200.0,0.2778,1,25200.0,0
DevOps / SRE,Junior,1,ONSITE,1.1,2,5,3,5,2,3,0.4,0,1.12,9700.0,-0.224,1,12500.0,1
DevOps / SRE,Senior,3,ONSITE,1.1,12,9,-3,5,5,0,1.0,0,1.12,24600.0,-0.1338,0,28400.0,1
Fullstack,Junior,1,REMOTE,1.0,2,2,0,5,3,2,0.6,4,0.99,8500.0,-0.1584,1,10100.0,0
Fullstack,Junior,1,ONSITE,1.1,0,3,3,5,0,5,0.0,1,0.99,8600.0,-0.1887,1,10600.0,0
DevOps / SRE,Senior,3,ONSITE,1.1,8,11,3,5,3,2,0.6,4,1.12,25300.0,-0.0453,1,26500.0,1
Fullstack,Pleno,2,HYBRID,1.05,5,6,1,5,0,5,0.0,4,0.99,17600.0,-0.0112,1,17800.0,0
Fullstack,Pleno,2,HYBRID,1.05,3,2,-1,5,3,2,0.6,4,0.99,18300.0,0.0958,1,16700.0,1
Data / Python,Junior,1,HYBRID,1.05,1,3,2,5,0,5,0.0,3,1.0,10700.0,-0.1508,1,12600.0,0
Data / Python,Junior,1,REMOTE,1.0,0,0,0,5,2,3,0.4,3,1.0,11000.0,0.0185,1,10800.0,0
Fullstack,Pleno,2,ONSITE,1.1,3,6,3,5,0,5,0.0,0,0.99,16300.0,-0.0298,1,16800.0,0
Frontend React,Senior,3,HYBRID,1.05,8,11,3,5,1,4,0.2,4,0.97,15100.0,-0.0904,0,16600.0,1
Fullstack,Junior,1,REMOTE,1.0,1,2,1,5,5,0,1.0,3,0.99,8700.0,-0.0842,1,9500.0,1
Data / Python,Senior,3,HYBRID,1.05,12,15,3,5,0,5,0.0,4,1.0,25400.0,0.0367,1,24500.0,0
DevOps / SRE,Pleno,2,ONSITE,1.1,5,5,0,5,0,5,0.0,0,1.12,12100.0,-0.3632,1,19000.0,0
DevOps / SRE,Junior,1,ONSITE,1.1,2,1,-1,5,4,1,0.8,0,1.12,13300.0,0.2202,0,10900.0,0
Data / Python,Senior,3,HYBRID,1.05,12,10,-2,5,1,4,0.2,2,1.0,26000.0,0.0277,1,25300.0,0
Frontend React,Senior,3,ONSITE,1.1,7,10,3,5,0,5,0.0,4,0.97,20400.0,-0.0642,1,21800.0,0
Machine Learning Eng.,Pleno,2,REMOTE,1.0,4,6,2,5,2,3,0.4,4,1.2,21600.0,0.0093,0,21400.0,1
Fullstack,Senior,3,ONSITE,1.1,8,6,-2,5,0,5,0.0,3,0.99,31500.0,0.3404,1,23500.0,0
Data / Python,Pleno,2,REMOTE,1.0,5,5,0,5,2,3,0.4,2,1.0,14900.0,-0.1486,0,17500.0,0
Backend Node.js,Senior,3,HYBRID,1.05,8,7,-1,5,1,4,0.2,4,0.99,21100.0,0.099,1,19200.0,0
Data / Python,Junior,1,HYBRID,1.05,1,0,-1,5,2,3,0.4,2,1.0,11800.0,0.1132,0,10600.0,0
DevOps / SRE,Junior,1,HYBRID,1.05,1,0,-1,5,4,1,0.8,3,1.12,10800.0,-0.194,1,13400.0,1
Machine Learning Eng.,Junior,1,HYBRID,1.05,2,0,-2,5,2,3,0.4,4,1.2,15400.0,0.1667,1,13200.0,0
Backend Node.js,Senior,3,ONSITE,1.1,12,12,0,5,4,1,0.8,2,0.99,27800.0,0.2466,1,22300.0,1
Data / Python,Senior,3,REMOTE,1.0,12,15,3,5,1,4,0.2,4,1.0,18400.0,-0.0515,0,19400.0,0
Machine Learning Eng.,Pleno,2,HYBRID,1.05,4,2,-2,5,3,2,0.6,0,1.2,18500.0,-0.1274,1,21200.0,0
Fullstack,Pleno,2,ONSITE,1.1,5,5,0,5,0,5,0.0,0,0.99,19100.0,0.2089,1,15800.0,0
Fullstack,Junior,1,HYBRID,1.05,0,3,3,5,0,5,0.0,2,0.99,11700.0,0.0354,1,11300.0,0
Backend Node.js,Senior,3,HYBRID,1.05,8,5,-3,5,4,1,0.8,1,0.99,13200.0,-0.2787,1,18300.0,1
Fullstack,Pleno,2,ONSITE,1.1,5,2,-3,5,5,0,1.0,3,0.99,13300.0,-0.2486,1,17700.0,1
DevOps / SRE,Pleno,2,ONSITE,1.1,3,0,-3,5,4,1,0.8,0,1.12,19000.0,-0.064,1,20300.0,0
DevOps / SRE,Pleno,2,REMOTE,1.0,3,4,1,5,2,3,0.4,0,1.12,21400.0,0.1823,1,18100.0,0
Machine Learning Eng.,Senior,3,HYBRID,1.05,10,7,-3,5,2,3,0.4,3,1.2,19700.0,-0.2594,0,26600.0,0
Backend Node.js,Pleno,2,HYBRID,1.05,4,4,0,5,3,2,0.6,0,0.99,11400.0,-0.2028,1,14300.0,0
Machine Learning Eng.,Junior,1,REMOTE,1.0,1,2,1,5,4,1,0.8,1,1.2,13900.0,0.0221,1,13600.0,1
DevOps / SRE,Junior,1,HYBRID,1.05,2,4,2,5,0,5,0.0,4,1.12,12000.0,0.0811,1,11100.0,0
Machine Learning Eng.,Senior,3,ONSITE,1.1,12,15,3,5,4,1,0.8,1,1.2,34500.0,0.0883,0,31700.0,1
Frontend React,Pleno,2,ONSITE,1.1,4,3,-1,5,3,2,0.6,3,0.97,10600.0,-0.2319,1,13800.0,0
Frontend React,Pleno,2,ONSITE,1.1,4,6,2,5,1,4,0.2,3,0.97,13700.0,-0.0616,1,14600.0,0
Frontend React,Pleno,2,HYBRID,1.05,3,6,3,5,4,1,0.8,2,0.97,11600.0,-0.0938,1,12800.0,1
Frontend React,Pleno,2,ONSITE,1.1,4,4,0,5,0,5,0.0,3,0.97,12000.0,-0.2053,1,15100.0,0
Data / Python,Pleno,2,REMOTE,1.0,3,0,-3,5,5,0,1.0,0,1.0,10000.0,-0.3151,1,14600.0,1
Backend Node.js,Pleno,2,REMOTE,1.0,4,3,-1,5,1,4,0.2,4,0.99,13600.0,-0.049,1,14300.0,0
Backend Node.js,Pleno,2,HYBRID,1.05,4,7,3,5,3,2,0.6,1,0.99,18000.0,0.0405,1,17300.0,1
DevOps / SRE,Junior,1,HYBRID,1.05,0,0,0,5,5,0,1.0,1,1.12,9300.0,-0.2377,1,12200.0,1
Backend Node.js,Senior,3,HYBRID,1.05,6,9,3,5,4,1,0.8,3,0.99,19000.0,-0.0594,1,20200.0,1
DevOps / SRE,Junior,1,HYBRID,1.05,0,1,1,5,2,3,0.4,1,1.12,9200.0,-0.2756,1,12700.0,1
Fullstack,Senior,3,ONSITE,1.1,12,15,3,5,4,1,0.8,0,0.99,14200.0,-0.29,0,20000.0,1
DevOps / SRE,Junior,1,HYBRID,1.05,2,0,-2,5,3,2,0.6,4,1.12,13400.0,0.0388,1,12900.0,0
Fullstack,Pleno,2,HYBRID,1.05,3,5,2,5,3,2,0.6,0,0.99,13500.0,-0.1718,1,16300.0,1
Backend Node.js,Junior,1,HYBRID,1.05,2,0,-2,5,5,0,1.0,3,0.99,11700.0,0.1584,1,10100.0,1
Backend Node.js,Junior,1,ONSITE,1.1,1,3,2,5,4,1,0.8,0,0.99,14500.0,0.2832,1,11300.0,1
DevOps / SRE,Senior,3,ONSITE,1.1,9,11,2,5,0,5,0.0,3,1.12,20600.0,-0.1727,1,24900.0,0
Data / Python,Pleno,2,HYBRID,1.05,3,5,2,5,0,5,0.0,1,1.0,19300.0,0.1627,0,16600.0,0
Data / Python,Pleno,2,REMOTE,1.0,3,5,2,5,4,1,0.8,0,1.0,15900.0,-0.1017,0,17700.0,1
Fullstack,Pleno,2,HYBRID,1.05,5,3,-2,5,1,4,0.2,4,0.99,18000.0,0.0843,1,16600.0,0
Backend Node.js,Pleno,2,HYBRID,1.05,5,4,-1,5,2,3,0.4,0,0.99,17800.0,0.2993,1,13700.0,0
Machine Learning Eng.,Pleno,2,HYBRID,1.05,5,3,-2,5,0,5,0.0,1,1.2,24700.0,0.2049,0,20500.0,0
Data / Python,Junior,1,REMOTE,1.0,0,0,0,5,5,0,1.0,3,1.0,8400.0,-0.1923,1,10400.0,1
Data / Python,Senior,3,REMOTE,1.0,7,8,1,5,5,0,1.0,2,1.0,24500.0,-0.0121,1,24800.0,1
Machine Learning Eng.,Pleno,2,HYBRID,1.05,5,4,-1,5,0,5,0.0,4,1.2,19700.0,-0.136,1,22800.0,0
Frontend React,Junior,1,REMOTE,1.0,2,2,0,5,2,3,0.4,4,0.97,5500.0,-0.3293,0,8200.0,0
Fullstack,Junior,1,REMOTE,1.0,1,0,-1,5,3,2,0.6,3,0.99,9200.0,-0.0316,1,9500.0,0
Fullstack,Pleno,2,ONSITE,1.1,4,3,-1,5,3,2,0.6,4,0.99,20700.0,0.2176,1,17000.0,0
Data / Python,Junior,1,HYBRID,1.05,1,0,-1,5,1,4,0.2,4,1.0,8400.0,-0.2,0,10500.0,0
Machine Learning Eng.,Junior,1,HYBRID,1.05,2,0,-2,5,1,4,0.2,0,1.2,13300.0,-0.0221,1,13600.0,0
Data / Python,Pleno,2,REMOTE,1.0,4,6,2,5,2,3,0.4,3,1.0,14100.0,-0.1187,1,16000.0,1
Machine Learning Eng.,Senior,3,ONSITE,1.1,8,6,-2,5,2,3,0.4,2,1.2,27700.0,-0.1317,0,31900.0,0
Backend Node.js,Junior,1,HYBRID,1.05,2,4,2,5,0,5,0.0,1,0.99,9200.0,-0.0108,0,9300.0,0
Backend Node.js,Senior,3,HYBRID,1.05,6,8,2,5,3,2,0.6,1,0.99,20500.0,-0.0144,0,20800.0,1
Backend Node.js,Senior,3,REMOTE,1.0,8,7,-1,5,0,5,0.0,2,0.99,22200.0,0.1385,1,19500.0,0
Frontend React,Junior,1,ONSITE,1.1,0,0,0,5,0,5,0.0,2,0.97,6600.0,-0.2584,0,8900.0,0
Backend Node.js,Senior,3,HYBRID,1.05,6,4,-2,5,1,4,0.2,0,0.99,24900.0,0.2769,1,19500.0,0
DevOps / SRE,Senior,3,ONSITE,1.1,7,10,3,5,2,3,0.4,0,1.12,32500.0,0.1404,1,28500.0,0
DevOps / SRE,Senior,3,REMOTE,1.0,11,14,3,5,4,1,0.8,0,1.12,22600.0,0.0,1,22600.0,1
DevOps / SRE,Junior,1,HYBRID,1.05,0,0,0,5,1,4,0.2,3,1.12,11900.0,0.0721,1,11100.0,0
DevOps / SRE,Senior,3,ONSITE,1.1,9,6,-3,5,4,1,0.8,0,1.12,23500.0,-0.1637,1,28100.0,0
DevOps / SRE,Pleno,2,ONSITE,1.1,3,5,2,5,5,0,1.0,0,1.12,18000.0,-0.122,1,20500.0,1
Machine Learning Eng.,Junior,1,REMOTE,1.0,2,1,-1,5,4,1,0.8,3,1.2,10400.0,-0.1875,1,12800.0,1
Frontend React,Pleno,2,HYBRID,1.05,3,6,3,5,0,5,0.0,2,0.97,14200.0,0.0519,1,13500.0,0
DevOps / SRE,Senior,3,HYBRID,1.05,12,14,2,5,4,1,0.8,1,1.12,23900.0,-0.044,1,25000.0,1
DevOps / SRE,Pleno,2,REMOTE,1.0,4,4,0,5,4,1,0.8,1,1.12,20100.0,0.0749,1,18700.0,1
Machine Learning Eng.,Junior,1,HYBRID,1.05,0,0,0,5,0,5,0.0,1,1.2,11600.0,-0.0333,0,12000.0,0
Machine Learning Eng.,Senior,3,REMOTE,1.0,12,10,-2,5,3,2,0.6,4,1.2,23900.0,-0.1049,1,26700.0,1
Frontend React,Pleno,2,HYBRID,1.05,4,1,-3,5,0,5,0.0,0,0.97,11800.0,-0.1511,1,13900.0,0
Backend Node.js,Pleno,2,REMOTE,1.0,3,4,1,5,2,3,0.4,3,0.99,20400.0,0.351,1,15100.0,1
Frontend React,Senior,3,HYBRID,1.05,12,9,-3,5,0,5,0.0,0,0.97,12900.0,-0.2134,1,16400.0,0
Data / Python,Senior,3,REMOTE,1.0,6,3,-3,5,0,5,0.0,1,1.0,27300.0,0.1053,0,24700.0,0
Fullstack,Pleno,2,REMOTE,1.0,4,1,-3,5,1,4,0.2,4,0.99,12700.0,-0.2062,1,16000.0,0
Data / Python,Pleno,2,ONSITE,1.1,5,7,2,5,3,2,0.6,0,1.0,15700.0,-0.0599,1,16700.0,1
Frontend React,Junior,1,REMOTE,1.0,2,2,0,5,2,3,0.4,1,0.97,7800.0,-0.025,1,8000.0,0
Machine Learning Eng.,Pleno,2,ONSITE,1.1,5,5,0,5,1,4,0.2,3,1.2,19700.0,-0.1086,0,22100.0,0
Data / Python,Senior,3,HYBRID,1.05,8,8,0,5,3,2,0.6,1,1.0,18600.0,-0.1878,1,22900.0,1
DevOps / SRE,Senior,3,ONSITE,1.1,7,8,1,5,1,4,0.2,1,1.12,21000.0,-0.2953,1,29800.0,0
DevOps / SRE,Senior,3,HYBRID,1.05,8,5,-3,5,2,3,0.4,2,1.12,28200.0,0.0602,1,26600.0,0
Fullstack,Pleno,2,REMOTE,1.0,4,7,3,5,3,2,0.6,0,0.99,16300.0,0.0449,1,15600.0,1
DevOps / SRE,Senior,3,HYBRID,1.05,12,13,1,5,3,2,0.6,1,1.12,27900.0,0.1071,1,25200.0,0
Data / Python,Senior,3,REMOTE,1.0,11,11,0,5,0,5,0.0,3,1.0,21600.0,0.0909,0,19800.0,0
DevOps / SRE,Pleno,2,REMOTE,1.0,5,6,1,5,5,0,1.0,3,1.12,16400.0,-0.0409,1,17100.0,1
Frontend React,Junior,1,REMOTE,1.0,1,3,2,5,0,5,0.0,3,0.97,9300.0,0.2568,0,7400.0,0
Backend Node.js,Junior,1,REMOTE,1.0,1,4,3,5,2,3,0.4,0,0.99,9400.0,0.0217,0,9200.0,0
Data / Python,Junior,1,ONSITE,1.1,1,2,1,5,5,0,1.0,2,1.0,10800.0,-0.0092,1,10900.0,1
Data / Python,Pleno,2,ONSITE,1.1,3,4,1,5,0,5,0.0,3,1.0,15700.0,-0.0977,0,17400.0,0
Fullstack,Senior,3,HYBRID,1.05,9,12,3,5,0,5,0.0,0,0.99,18900.0,-0.1,0,21000.0,0
Backend Node.js,Junior,1,ONSITE,1.1,0,0,0,5,2,3,0.4,1,0.99,10700.0,-0.0531,0,11300.0,0
Frontend React,Junior,1,REMOTE,1.0,1,1,0,5,4,1,0.8,1,0.97,6600.0,-0.0959,0,7300.0,1
Machine Learning Eng.,Senior,3,HYBRID,1.05,8,8,0,5,2,3,0.4,4,1.2,29100.0,0.0778,0,27000.0,0
Machine Learning Eng.,Senior,3,REMOTE,1.0,11,13,2,5,5,0,1.0,3,1.2,26200.0,-0.0296,0,27000.0,1
Fullstack,Senior,3,HYBRID,1.05,9,11,2,5,0,5,0.0,4,0.99,16800.0,-0.2258,1,21700.0,0
DevOps / SRE,Senior,3,REMOTE,1.0,9,12,3,5,3,2,0.6,2,1.12,27200.0,-0.032,1,28100.0,1
Backend Node.js,Pleno,2,ONSITE,1.1,5,5,0,5,3,2,0.6,3,0.99,13300.0,-0.1192,1,15100.0,1
Frontend React,Senior,3,HYBRID,1.05,12,13,1,5,5,0,1.0,3,0.97,14400.0,-0.2044,1,18100.0,1
Machine Learning Eng.,Pleno,2,ONSITE,1.1,5,4,-1,5,3,2,0.6,2,1.2,28500.0,0.3194,1,21600.0,0
Frontend React,Pleno,2,HYBRID,1.05,5,8,3,5,3,2,0.6,3,0.97,12800.0,0.0579,1,12100.0,1
Frontend React,Pleno,2,HYBRID,1.05,5,7,2,5,3,2,0.6,4,0.97,15000.0,0.145,0,13100.0,1
Data / Python,Junior,1,ONSITE,1.1,2,2,0,5,0,5,0.0,4,1.0,9400.0,-0.1048,1,10500.0,0
Frontend React,Junior,1,ONSITE,1.1,2,3,1,5,0,5,0.0,3,0.97,9000.0,-0.0909,0,9900.0,0
Fullstack,Senior,3,ONSITE,1.1,11,11,0,5,2,3,0.4,1,0.99,19500.0,-0.2383,0,25600.0,0
Fullstack,Junior,1,HYBRID,1.05,0,0,0,5,5,0,1.0,4,0.99,8600.0,-0.181,1,10500.0,1
Machine Learning Eng.,Junior,1,REMOTE,1.0,1,2,1,5,2,3,0.4,2,1.2,13000.0,-0.0714,1,14000.0,0
Frontend React,Pleno,2,REMOTE,1.0,4,5,1,5,1,4,0.2,2,0.97,11900.0,-0.1119,1,13400.0,0
Frontend React,Senior,3,HYBRID,1.05,8,9,1,5,1,4,0.2,4,0.97,15600.0,-0.1658,1,18700.0,0
DevOps / SRE,Pleno,2,HYBRID,1.05,5,7,2,5,1,4,0.2,2,1.12,11500.0,-0.3539,0,17800.0,0
DevOps / SRE,Junior,1,REMOTE,1.0,2,1,-1,5,3,2,0.6,1,1.12,11000.0,-0.0833,1,12000.0,1
Fullstack,Junior,1,REMOTE,1.0,2,0,-2,5,3,2,0.6,2,0.99,9400.0,-0.06,1,10000.0,0
Data / Python,Senior,3,ONSITE,1.1,9,7,-2,5,2,3,0.4,1,1.0,24700.0,-0.0352,1,25600.0,0
Data / Python,Pleno,2,HYBRID,1.05,5,8,3,5,0,5,0.0,1,1.0,16200.0,-0.0581,1,17200.0,0
Fullstack,Junior,1,ONSITE,1.1,0,0,0,5,0,5,0.0,0,0.99,10600.0,-0.152,1,12500.0,0
Fullstack,Junior,1,HYBRID,1.05,1,2,1,5,3,2,0.6,1,0.99,11200.0,0.2174,1,9200.0,1
Data / Python,Pleno,2,REMOTE,1.0,3,6,3,5,2,3,0.4,3,1.0,9600.0,-0.3806,1,15500.0,1
DevOps / SRE,Junior,1,REMOTE,1.0,0,0,0,5,1,4,0.2,4,1.12,8900.0,-0.2124,0,11300.0,0
Data / Python,Senior,3,ONSITE,1.1,10,8,-2,5,5,0,1.0,2,1.0,21100.0,-0.0826,0,23000.0,1
DevOps / SRE,Senior,3,ONSITE,1.1,11,9,-2,5,4,1,0.8,4,1.12,17000.0,-0.3145,1,24800.0,1
Data / Python,Senior,3,REMOTE,1.0,12,14,2,5,1,4,0.2,3,1.0,26600.0,0.0813,1,24600.0,0
Frontend React,Senior,3,REMOTE,1.0,9,7,-2,5,0,5,0.0,1,0.97,16000.0,-0.0476,1,16800.0,0
Data / Python,Junior,1,HYBRID,1.05,2,3,1,5,0,5,0.0,3,1.0,6200.0,-0.3608,1,9700.0,0
Frontend React,Junior,1,REMOTE,1.0,2,1,-1,5,0,5,0.0,2,0.97,9400.0,0.3056,1,7200.0,0
Frontend React,Senior,3,HYBRID,1.05,11,12,1,5,1,4,0.2,1,0.97,15600.0,-0.1333,0,18000.0,0
DevOps / SRE,Senior,3,ONSITE,1.1,9,11,2,5,2,3,0.4,4,1.12,19500.0,-0.3981,1,32400.0,1
Machine Learning Eng.,Senior,3,REMOTE,1.0,8,9,1,5,4,1,0.8,3,1.2,21700.0,-0.1903,1,26800.0,1
Fullstack,Junior,1,HYBRID,1.05,0,0,0,5,3,2,0.6,0,0.99,9700.0,-0.0396,1,10100.0,0
DevOps / SRE,Junior,1,REMOTE,1.0,0,3,3,5,2,3,0.4,3,1.12,13300.0,0.1176,1,11900.0,1
Data / Python,Pleno,2,REMOTE,1.0,3,2,-1,5,1,4,0.2,4,1.0,13700.0,-0.1845,1,16800.0,1
DevOps / SRE,Senior,3,HYBRID,1.05,8,6,-2,5,3,2,0.6,1,1.12,16800.0,-0.336,0,25300.0,0
DevOps / SRE,Pleno,2,HYBRID,1.05,4,5,1,5,3,2,0.6,3,1.12,16500.0,-0.0984,0,18300.0,1
Frontend React,Senior,3,HYBRID,1.05,12,9,-3,5,0,5,0.0,3,0.97,16600.0,-0.0879,0,18200.0,0
Data / Python,Pleno,2,REMOTE,1.0,3,6,3,5,1,4,0.2,1,1.0,16000.0,-0.0588,1,17000.0,0
Frontend React,Pleno,2,REMOTE,1.0,5,7,2,5,2,3,0.4,2,0.97,14300.0,0.0515,1,13600.0,0
Backend Node.js,Pleno,2,REMOTE,1.0,3,5,2,5,3,2,0.6,1,0.99,16700.0,0.1929,1,14000.0,0
Machine Learning Eng.,Pleno,2,REMOTE,1.0,4,1,-3,5,0,5,0.0,0,1.2,19000.0,-0.1364,0,22000.0,0
Frontend React,Senior,3,HYBRID,1.05,12,10,-2,5,3,2,0.6,2,0.97,16600.0,-0.1075,1,18600.0,0
Fullstack,Pleno,2,ONSITE,1.1,5,3,-2,5,4,1,0.8,2,0.99,12100.0,-0.1037,0,13500.0,1
Backend Node.js,Pleno,2,ONSITE,1.1,4,6,2,5,2,3,0.4,3,0.99,13200.0,-0.102,1,14700.0,1
Machine Learning Eng.,Pleno,2,HYBRID,1.05,4,5,1,5,2,3,0.4,1,1.2,19800.0,-0.01,1,20000.0,0
Machine Learning Eng.,Pleno,2,ONSITE,1.1,3,3,0,5,1,4,0.2,1,1.2,21400.0,0.0542,1,20300.0,0
DevOps / SRE,Pleno,2,HYBRID,1.05,5,6,1,5,4,1,0.8,1,1.12,27000.0,0.4439,1,18700.0,1
